FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
upa.fid-26cf0271_15535a94121_3c95,38639,Itamaraju - BA - Itamaraju - BA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,BA,ITAMARAJU,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-39.5389436082029 -17.0382912410629)),0
upa.fid-26cf0271_15535a94121_3c96,38639,Itamaraju - BA - Itamaraju - BA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,BA,ITAMARAJU,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-39.5389436082029 -17.0382912410629)),0
upa.fid-26cf0271_15535a94121_3c97,38645,Vitória da Conquista - BA - Vitória da Conquista - BA - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Estado,BA,VITÓRIA DA CONQUISTA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.8445410112085 -14.861921190009198)),0
upa.fid-26cf0271_15535a94121_3c98,38645,Vitória da Conquista - BA - Vitória da Conquista - BA - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Estado,BA,VITÓRIA DA CONQUISTA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.8445410112085 -14.861921190009198)),0
upa.fid-26cf0271_15535a94121_3c99,38646,Acaraú - CE - Acaraú - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,ACARAÚ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.118669656013594 -2.8880582648993)),0
upa.fid-26cf0271_15535a94121_3c9a,38646,Acaraú - CE - Acaraú - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,ACARAÚ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.118669656013594 -2.8880582648993)),0
upa.fid-26cf0271_15535a94121_3c9b,38647,Acopiara - CE - Acopiara - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,ACOPIARA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.44840151236 -6.08950877845619)),0
upa.fid-26cf0271_15535a94121_3c9c,38647,Acopiara - CE - Acopiara - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,ACOPIARA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.44840151236 -6.08950877845619)),0
upa.fid-26cf0271_15535a94121_3c9d,38648,Boa Viagem - CE - Boa Viagem - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,BOA VIAGEM,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-39.7340133604112 -5.11297003004523)),0
upa.fid-26cf0271_15535a94121_3c9e,38648,Boa Viagem - CE - Boa Viagem - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,BOA VIAGEM,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-39.7340133604112 -5.11297003004523)),0
upa.fid-26cf0271_15535a94121_3c9f,38649,Camocim - CE - Camocim - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,CAMOCIM,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.8547318700277 -2.90086812786017)),0
upa.fid-26cf0271_15535a94121_3ca0,38653,Granja - CE - Granja - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,GRANJA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.837574802721896 -3.12824993459018)),0
upa.fid-26cf0271_15535a94121_3ca1,38653,Granja - CE - Granja - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,GRANJA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.837574802721896 -3.12824993459018)),0
upa.fid-26cf0271_15535a94121_3ca2,38654,Icó - CE - Icó - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,ICÓ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.855706609302196 -6.39666855296025)),0
upa.fid-26cf0271_15535a94121_3ca3,38654,Icó - CE - Icó - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,ICÓ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.855706609302196 -6.39666855296025)),0
upa.fid-26cf0271_15535a94121_3ca4,38655,Maracanaú - CE - Maracanaú - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,MARACANAÚ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.6262522337162 -3.86736769093338)),0
upa.fid-26cf0271_15535a94121_3ca5,38655,Maracanaú - CE - Maracanaú - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,MARACANAÚ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.6262522337162 -3.86736769093338)),0
upa.fid-26cf0271_15535a94121_3ca6,38656,Morada Nova - CE - Morada Nova - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,MORADA NOVA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.370507602476 -5.09774766500025)),0
upa.fid-26cf0271_15535a94121_3ca7,38656,Morada Nova - CE - Morada Nova - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,MORADA NOVA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.370507602476 -5.09774766500025)),0
upa.fid-26cf0271_15535a94121_3ca8,38657,Pacatuba - CE - Pacatuba - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,PACATUBA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.61864721445149 -3.97877459203739)),0
upa.fid-26cf0271_15535a94121_3ca9,38657,Pacatuba - CE - Pacatuba - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,PACATUBA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.61864721445149 -3.97877459203739)),0
upa.fid-26cf0271_15535a94121_3caa,38658,Tianguá - CE - Tianguá - CE - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,TIANGUÁ,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-40.992657335965404 -3.73002060689663)),0
upa.fid-26cf0271_15535a94121_3cab,38658,Tianguá - CE - Tianguá - CE - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,TIANGUÁ,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-40.992657335965404 -3.73002060689663)),0
upa.fid-26cf0271_15535a94121_3cac,38659,Trairi - CE - Trairi - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,TRAIRI,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.2684825355442 -3.26969562213059)),0
upa.fid-26cf0271_15535a94121_3cad,38659,Trairi - CE - Trairi - CE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,CE,TRAIRI,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.2684825355442 -3.26969562213059)),0
upa.fid-26cf0271_15535a94121_3cae,38661,São Mateus - ES - São Mateus - ES - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,ES,SÃO MATEUS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.8583160243672 -18.721887887603398)),0
upa.fid-26cf0271_15535a94121_3caf,38661,São Mateus - ES - São Mateus - ES - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,ES,SÃO MATEUS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.8583160243672 -18.721887887603398)),0
upa.fid-26cf0271_15535a94121_3cb0,38662,Catalão - GO - Catalão - GO - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,CATALÃO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-47.944491062515496 -18.1660931146805)),0
upa.fid-26cf0271_15535a94121_3cb1,38662,Catalão - GO - Catalão - GO - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,CATALÃO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-47.944491062515496 -18.1660931146805)),0
upa.fid-26cf0271_15535a94121_3cb2,38663,Jataí - GO - Jataí - GO - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,JATAÍ,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-51.7209001935327 -17.8788326902657)),0
upa.fid-26cf0271_15535a94121_3cb3,38663,Jataí - GO - Jataí - GO - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,JATAÍ,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-51.7209001935327 -17.8788326902657)),0
upa.fid-26cf0271_15535a94121_3cb4,38664,São Luís de Montes Belos - GO - São Luís de Montes Belos - GO - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,SÃO LUÍS DE MONTES BELOS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-50.373090740425795 -16.5215102435633)),0
upa.fid-26cf0271_15535a94121_3cb5,38664,São Luís de Montes Belos - GO - São Luís de Montes Belos - GO - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,SÃO LUÍS DE MONTES BELOS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-50.373090740425795 -16.5215102435633)),0
upa.fid-26cf0271_15535a94121_3cb6,38665,Trindade - GO - Trindade - GO - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,TRINDADE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.493123384281894 -16.652156850294002)),0
upa.fid-26cf0271_15535a94121_3cb7,38665,Trindade - GO - Trindade - GO - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,GO,TRINDADE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.493123384281894 -16.652156850294002)),0
upa.fid-26cf0271_15535a94121_3cb8,38666,Açailândia - MA - Açailândia - MA - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MA,AÇAILÂNDIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-47.500807087373595 -4.94751812737308)),0
upa.fid-26cf0271_15535a94121_3cb9,38666,Açailândia - MA - Açailândia - MA - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MA,AÇAILÂNDIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-47.500807087373595 -4.94751812737308)),0
upa.fid-26cf0271_15535a94121_3cba,38667,Barra do Corda - MA - Barra do Corda - MA - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MA,BARRA DO CORDA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-45.2489029806355 -5.49720946437264)),0
upa.fid-26cf0271_15535a94121_3cbb,38667,Barra do Corda - MA - Barra do Corda - MA - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MA,BARRA DO CORDA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-45.2489029806355 -5.49720946437264)),0
upa.fid-26cf0271_15535a94121_3cbc,38668,Buriticupu - MA - Buriticupu - MA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MA,BURITICUPU,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-46.441298587667895 -4.32413239785375)),0
upa.fid-26cf0271_15535a94121_3cbd,38668,Buriticupu - MA - Buriticupu - MA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MA,BURITICUPU,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-46.441298587667895 -4.32413239785375)),0
upa.fid-26cf0271_15535a94121_3cbe,38672,Chapada dos Guimarães - MT - Chapada dos Guimarães - MT - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,CHAPADA DOS GUIMARÃES,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-55.7503554102677 -15.4647722069706)),0
upa.fid-26cf0271_15535a94121_3cbf,38672,Chapada dos Guimarães - MT - Chapada dos Guimarães - MT - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,CHAPADA DOS GUIMARÃES,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-55.7503554102677 -15.4647722069706)),0
upa.fid-26cf0271_15535a94121_3cc0,38673,Juara - MT - Juara - MT - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,JUARA,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-57.524944279722696 -11.2643314421854)),0
upa.fid-26cf0271_15535a94121_3cc1,38673,Juara - MT - Juara - MT - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,JUARA,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-57.524944279722696 -11.2643314421854)),0
upa.fid-26cf0271_15535a94121_3cc2,38674,Peixoto de Azevedo - MT - Peixoto de Azevedo - MT - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,PEIXOTO DE AZEVEDO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-54.9798590947995 -10.2265733113065)),0
upa.fid-26cf0271_15535a94121_3cc3,38674,Peixoto de Azevedo - MT - Peixoto de Azevedo - MT - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,PEIXOTO DE AZEVEDO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-54.9798590947995 -10.2265733113065)),0
upa.fid-26cf0271_15535a94121_3cc4,38675,Pontes e Lacerda - MT - Pontes e Lacerda - MT - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,PONTES E LACERDA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-59.344064841615 -15.2222879788153)),0
upa.fid-26cf0271_15535a94121_3cc5,38675,Pontes e Lacerda - MT - Pontes e Lacerda - MT - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,PONTES E LACERDA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-59.344064841615 -15.2222879788153)),0
upa.fid-26cf0271_15535a94121_3cc6,38676,São Félix do Araguaia - MT - São Félix do Araguaia - MT - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,SÃO FÉLIX DO ARAGUAIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-50.6710791568603 -11.6153874682279)),0
upa.fid-26cf0271_15535a94121_3cc7,38676,São Félix do Araguaia - MT - São Félix do Araguaia - MT - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MT,SÃO FÉLIX DO ARAGUAIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-50.6710791568603 -11.6153874682279)),0
upa.fid-26cf0271_15535a94121_3cc8,38683,São Sebastião do Paraíso - MG - São Sebastião do Paraíso - MG - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MG,SÃO SEBASTIÃO DO PARAÍSO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-46.9841509226411 -20.9172101853631)),0
upa.fid-26cf0271_15535a94121_3cc9,38683,São Sebastião do Paraíso - MG - São Sebastião do Paraíso - MG - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,MG,SÃO SEBASTIÃO DO PARAÍSO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-46.9841509226411 -20.9172101853631)),0
upa.fid-26cf0271_15535a94121_3cca,38685,Alenquer - PA - Alenquer - PA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,ALENQUER,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-54.738829157708196 -1.94658699614206)),0
upa.fid-26cf0271_15535a94121_3ccb,38685,Alenquer - PA - Alenquer - PA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,ALENQUER,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-54.738829157708196 -1.94658699614206)),0
upa.fid-26cf0271_15535a94121_3ccc,38686,Altamira - PA - Altamira - PA - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,ALTAMIRA,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-52.210418471199795 -3.20443190880722)),0
upa.fid-26cf0271_15535a94121_3ccd,38686,Altamira - PA - Altamira - PA - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,ALTAMIRA,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-52.210418471199795 -3.20443190880722)),0
upa.fid-26cf0271_15535a94121_3cce,38687,Moju - PA - Moju - PA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,MOJU,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.767197249736796 -1.89028521358692)),0
upa.fid-26cf0271_15535a94121_3ccf,38687,Moju - PA - Moju - PA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,MOJU,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.767197249736796 -1.89028521358692)),0
upa.fid-26cf0271_15535a94121_3cd0,38688,São Miguel do Guamá - PA - São Miguel do Guamá - PA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,SÃO MIGUEL DO GUAMÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-47.478804517498595 -1.61342952327323)),0
upa.fid-26cf0271_15535a94121_3cd1,38688,São Miguel do Guamá - PA - São Miguel do Guamá - PA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,SÃO MIGUEL DO GUAMÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-47.478804517498595 -1.61342952327323)),0
upa.fid-26cf0271_15535a94121_3cd2,38689,Uruará - PA - Uruará - PA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,URUARÁ,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-53.74011220742629 -3.71555838933611)),0
upa.fid-26cf0271_15535a94121_3cd3,38689,Uruará - PA - Uruará - PA - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PA,URUARÁ,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-53.74011220742629 -3.71555838933611)),0
upa.fid-26cf0271_15535a94121_3cd4,38690,Campina Grande - PB - Campina Grande - PB - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PB,CAMPINA GRANDE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-35.8734728819524 -7.22236413521104)),0
upa.fid-26cf0271_15535a94121_3cd5,38690,Campina Grande - PB - Campina Grande - PB - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PB,CAMPINA GRANDE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-35.8734728819524 -7.22236413521104)),0
upa.fid-26cf0271_15535a94121_3cd6,38691,Cuité - PB - Cuité - PB - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PB,CUITÉ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-36.1517868642777 -6.476865998375311)),0
upa.fid-26cf0271_15535a94121_3cd7,38691,Cuité - PB - Cuité - PB - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PB,CUITÉ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-36.1517868642777 -6.476865998375311)),0
upa.fid-26cf0271_15535a94121_3cd8,38692,Picuí - PB - Picuí - PB - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PB,PICUÍ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-36.3500366560017 -6.5088511243135)),0
upa.fid-26cf0271_15535a94121_3cd9,38692,Picuí - PB - Picuí - PB - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PB,PICUÍ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-36.3500366560017 -6.5088511243135)),0
upa.fid-26cf0271_15535a94121_3cda,38694,Abreu e Lima - PE - Abreu e Lima - PE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,ABREU E LIMA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-34.8987095782097 -7.90113125533211)),0
upa.fid-26cf0271_15535a94121_3cdb,38694,Abreu e Lima - PE - Abreu e Lima - PE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,ABREU E LIMA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-34.8987095782097 -7.90113125533211)),0
upa.fid-26cf0271_15535a94121_3cdc,38695,Bezerros - PE - Bezerros - PE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,BEZERROS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-35.7963239700118 -8.23321016299405)),0
upa.fid-26cf0271_15535a94121_3cdd,38695,Bezerros - PE - Bezerros - PE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,BEZERROS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-35.7963239700118 -8.23321016299405)),0
upa.fid-26cf0271_15535a94121_3cde,38696,Goiana - PE - Goiana - PE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,GOIANA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-34.9962312073918 -7.56101247152746)),0
upa.fid-26cf0271_15535a94121_3cdf,38696,Goiana - PE - Goiana - PE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,GOIANA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-34.9962312073918 -7.56101247152746)),0
upa.fid-26cf0271_15535a94121_3ce0,38698,Pesqueira - PE - Pesqueira - PE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,PESQUEIRA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-36.6981201633527 -8.35838838218573)),0
upa.fid-26cf0271_15535a94121_3ce1,38698,Pesqueira - PE - Pesqueira - PE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,PESQUEIRA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-36.6981201633527 -8.35838838218573)),0
upa.fid-26cf0271_15535a94121_3ce2,38699,Petrolina - PE - Petrolina - PE - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,PETROLINA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.5031023863258 -9.38908044898677)),0
upa.fid-26cf0271_15535a94121_3ce3,38699,Petrolina - PE - Petrolina - PE - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,PETROLINA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.5031023863258 -9.38908044898677)),0
upa.fid-26cf0271_15535a94121_3ce4,38700,Santa Cruz do Capibaribe - PE - Santa Cruz do Capibaribe - PE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,SANTA CRUZ DO CAPIBARIBE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-36.2064244243161 -7.94843060397258)),0
upa.fid-26cf0271_15535a94121_3ce5,38700,Santa Cruz do Capibaribe - PE - Santa Cruz do Capibaribe - PE - UPA I,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,SANTA CRUZ DO CAPIBARIBE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-36.2064244243161 -7.94843060397258)),0
upa.fid-26cf0271_15535a94121_3ce6,38701,Vitória de Santo Antão - PE - Vitória de Santo Antão - PE - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,VITÓRIA DE SANTO ANTÃO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-35.2979443812228 -8.128604744322649)),0
upa.fid-26cf0271_15535a94121_3ce7,38701,Vitória de Santo Antão - PE - Vitória de Santo Antão - PE - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PE,VITÓRIA DE SANTO ANTÃO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-35.2979443812228 -8.128604744322649)),0
upa.fid-26cf0271_15535a94121_3ce8,38702,Parnaíba - PI - Parnaíba - PI - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PI,PARNAÍBA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-41.7757655561852 -2.90621586407447)),0
upa.fid-26cf0271_15535a94121_3ce9,38703,Picos - PI - Picos - PI - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PI,PICOS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-41.4673803712006 -7.077613738115839)),0
upa.fid-26cf0271_15535a94121_3cea,38703,Picos - PI - Picos - PI - UPA III,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PI,PICOS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-41.4673803712006 -7.077613738115839)),0
upa.fid-26cf0271_15535a94121_3ceb,38704,Cianorte - PR - Cianorte - PR - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PR,CIANORTE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-52.6059453967095 -23.660330513668697)),0
upa.fid-26cf0271_15535a94121_3cec,38704,Cianorte - PR - Cianorte - PR - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,PR,CIANORTE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-52.6059453967095 -23.660330513668697)),0
upa.fid-26cf0271_15535a94121_3ced,38708,Barra do Piraí - RJ - Barra do Piraí - RJ - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RJ,BARRA DO PIRAÍ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.827343966788696 -22.4720231310698)),0
upa.fid-26cf0271_15535a94121_3cee,38708,Barra do Piraí - RJ - Barra do Piraí - RJ - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RJ,BARRA DO PIRAÍ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.827343966788696 -22.4720231310698)),0
upa.fid-26cf0271_15535a94121_3cef,38710,Japeri - RJ - Japeri - RJ - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RJ,JAPERI,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.6606530421046 -22.6439954264888)),0
upa.fid-26cf0271_15535a94121_3cf0,38710,Japeri - RJ - Japeri - RJ - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RJ,JAPERI,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.6606530421046 -22.6439954264888)),0
upa.fid-26cf0271_15535a94121_3cf1,38713,Rio das Ostras - RJ - Rio das Ostras - RJ - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RJ,RIO DAS OSTRAS,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-41.9479185329816 -22.5178752356568)),0
upa.fid-26cf0271_15535a94121_3cf2,38713,Rio das Ostras - RJ - Rio das Ostras - RJ - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RJ,RIO DAS OSTRAS,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-41.9479185329816 -22.5178752356568)),0
upa.fid-26cf0271_15535a94121_3cf3,38714,São Gonçalo - RJ - São Gonçalo - RJ - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RJ,SÃO GONÇALO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.063771369526 -22.8272859184952)),0
upa.fid-26cf0271_15535a94121_3cf4,38714,São Gonçalo - RJ - São Gonçalo - RJ - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RJ,SÃO GONÇALO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.063771369526 -22.8272859184952)),0
upa.fid-26cf0271_15535a94121_3cf5,38715,São Gonçalo - RJ - São Gonçalo - RJ - UPA II,Comunidade Cidadã,UPA,Ministério da Saúde,Município,RJ,SÃO GONÇALO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.063771369526 -22.8272859184952)),0
